epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
255,584.499,0.17511,0.11917,0.17747,0.80485,0.98732,0.99271,0.99367,0.9794,0.98732,0.99271,0.99367,0.92831,0.14877,0.24295,0.18021,0.79298,0.000269721,0.000269721,0.000269721
256,586.701,0.1848,0.12873,0.19097,0.80004,0.98737,0.99159,0.99367,0.97427,0.98737,0.99159,0.99367,0.92703,0.14275,0.24609,0.1817,0.78971,0.00026422,0.00026422,0.00026422
257,588.903,0.17233,0.12469,0.17595,0.80272,0.98655,0.99093,0.99396,0.97621,0.98655,0.99093,0.99396,0.94592,0.13951,0.25073,0.17296,0.79024,0.000258718,0.000258718,0.000258718
258,591.067,0.16473,0.13105,0.17524,0.79415,0.98619,0.99086,0.994,0.97629,0.98619,0.99086,0.994,0.94676,0.14081,0.25153,0.17742,0.79311,0.000253217,0.000253217,0.000253217
259,593.249,0.16527,0.12293,0.17313,0.7973,0.98563,0.99088,0.994,0.97576,0.98563,0.99088,0.994,0.9403,0.13867,0.25157,0.17333,0.79442,0.000247716,0.000247716,0.000247716
260,595.448,0.16945,0.12563,0.17899,0.79798,0.98548,0.99095,0.99395,0.97568,0.98548,0.99095,0.99395,0.92392,0.13949,0.24948,0.17223,0.7964,0.000242215,0.000242215,0.000242215
261,597.781,0.16354,0.13061,0.17572,0.79957,0.98549,0.99115,0.99389,0.97401,0.98549,0.99115,0.99389,0.91819,0.14027,0.25688,0.17134,0.79755,0.000236714,0.000236714,0.000236714
262,600.064,0.16396,0.12923,0.17948,0.78243,0.98406,0.98947,0.99361,0.98045,0.98406,0.98947,0.99361,0.9183,0.13924,0.26123,0.1727,0.79761,0.000231213,0.000231213,0.000231213
263,602.359,0.15099,0.11006,0.16512,0.79435,0.98469,0.98947,0.99367,0.97991,0.98469,0.98947,0.99367,0.92536,0.14579,0.27048,0.17703,0.80123,0.000225712,0.000225712,0.000225712
264,604.661,0.15764,0.11691,0.16483,0.79182,0.98485,0.98947,0.99367,0.98025,0.98485,0.98947,0.99367,0.9263,0.14221,0.2734,0.17665,0.80139,0.000220211,0.000220211,0.000220211
265,606.923,0.15943,0.11851,0.17098,0.79933,0.98522,0.98947,0.99378,0.98499,0.98522,0.98947,0.99378,0.9138,0.13485,0.27407,0.17525,0.79915,0.00021471,0.00021471,0.00021471
266,609.226,0.17062,0.13311,0.1797,0.79484,0.9856,0.98947,0.99378,0.98517,0.9856,0.98947,0.99378,0.92881,0.13503,0.27167,0.175,0.79761,0.000209209,0.000209209,0.000209209
267,611.539,0.16642,0.12754,0.18693,0.79775,0.986,0.98947,0.99378,0.98404,0.986,0.98947,0.99378,0.9343,0.13324,0.2679,0.17874,0.79694,0.000203707,0.000203707,0.000203707
268,613.907,0.15347,0.10787,0.17665,0.80432,0.98624,0.98947,0.99373,0.98037,0.98624,0.98947,0.99373,0.93392,0.1352,0.26465,0.17833,0.79718,0.000198206,0.000198206,0.000198206
269,616.243,0.15226,0.12,0.16592,0.79111,0.98643,0.99104,0.99356,0.98038,0.98643,0.99104,0.99356,0.92852,0.14129,0.26379,0.17983,0.79902,0.000192705,0.000192705,0.000192705
270,618.518,0.16469,0.12908,0.17056,0.78002,0.98659,0.9912,0.99356,0.98074,0.98659,0.9912,0.99356,0.92806,0.13839,0.26409,0.17748,0.79902,0.000187204,0.000187204,0.000187204
271,620.884,0.15343,0.11427,0.16012,0.79094,0.98692,0.9915,0.99356,0.98385,0.98692,0.9915,0.99356,0.92987,0.13594,0.26652,0.174,0.8006,0.000181703,0.000181703,0.000181703
272,623.138,0.16723,0.11493,0.17533,0.79069,0.98556,0.99343,0.99356,0.98437,0.98556,0.99343,0.99356,0.91237,0.13764,0.26626,0.17306,0.80119,0.000176202,0.000176202,0.000176202
273,625.445,0.16575,0.12734,0.17385,0.80316,0.98514,0.99459,0.99363,0.98506,0.98514,0.99459,0.99363,0.90885,0.1368,0.27119,0.17107,0.79947,0.000170701,0.000170701,0.000170701
274,627.68,0.1571,0.12549,0.16855,0.79669,0.98518,0.99479,0.99357,0.98901,0.98518,0.99479,0.99357,0.90936,0.13685,0.27262,0.17103,0.79808,0.0001652,0.0001652,0.0001652
275,629.96,0.13976,0.11072,0.15215,0.80082,0.98546,0.99487,0.99348,0.98414,0.98546,0.99487,0.99348,0.92121,0.13504,0.27396,0.16457,0.7964,0.000159699,0.000159699,0.000159699
276,632.212,0.14929,0.11686,0.1698,0.7845,0.98551,0.99493,0.99366,0.98354,0.98551,0.99493,0.99366,0.92109,0.13351,0.27403,0.16429,0.79457,0.000154198,0.000154198,0.000154198
277,634.48,0.14353,0.13376,0.1482,0.78184,0.98557,0.99485,0.9937,0.98381,0.98557,0.99485,0.9937,0.922,0.13244,0.26929,0.16216,0.79411,0.000148696,0.000148696,0.000148696
278,636.782,0.15776,0.12892,0.1718,0.78508,0.98562,0.99481,0.99381,0.98352,0.98562,0.99481,0.99381,0.92219,0.13176,0.26841,0.16322,0.79392,0.000143195,0.000143195,0.000143195
279,639.099,0.15666,0.10946,0.17004,0.78473,0.98591,0.99481,0.99375,0.98406,0.98591,0.99481,0.99375,0.92345,0.13187,0.2641,0.16119,0.79275,0.000137694,0.000137694,0.000137694
280,641.396,0.15275,0.1229,0.16305,0.78861,0.98618,0.99479,0.99375,0.98461,0.98618,0.99479,0.99375,0.92454,0.13113,0.26143,0.16316,0.79248,0.000132193,0.000132193,0.000132193
281,643.657,0.1423,0.11189,0.15548,0.78968,0.98658,0.99474,0.99378,0.98468,0.98658,0.99474,0.99378,0.92506,0.13339,0.25685,0.16696,0.79262,0.000126692,0.000126692,0.000126692
282,645.897,0.16732,0.1403,0.16876,0.81153,0.98675,0.99459,0.99367,0.98454,0.98675,0.99459,0.99367,0.92094,0.13204,0.25833,0.16721,0.79321,0.000121191,0.000121191,0.000121191
283,648.128,0.15263,0.1232,0.15675,0.79953,0.98666,0.99439,0.99367,0.98466,0.98666,0.99439,0.99367,0.92291,0.12758,0.25764,0.16621,0.79307,0.00011569,0.00011569,0.00011569
284,650.371,0.15861,0.11935,0.16039,0.7861,0.98656,0.9944,0.99367,0.98077,0.98656,0.9944,0.99367,0.92577,0.12734,0.25659,0.16371,0.79257,0.000110189,0.000110189,0.000110189
